"product","div","category","brand","cpg","bfpp","ppa","spf","spfv"
"67396170","F","MU","HL","F00552","17O","Not Applicable","15I3","1LGY"
"67385668","F","OM","MZ","F01673","3KY","7X4","1CKO","1KG3"
"67395165","F","OD","BO","F02582","3F1","7YO","1C3C","1IR3"
"67395170","F","OD","BO","F02582","3F1","7YS","1C3C","1IR3"
"67405737","F","OD","KO","F01671","3GQ","7YE","1CAO","1JKU"
"67405739","F","OD","KO","F01671","3GP","7YC","1CAN","1JKR"
"67405740","F","OD","KO","F01671","3GP","7YA","1CAN","1JKS"
"67405741","F","OD","KO","F01671","3GQ","7YG","1CAO","1JKV"
"67405742","F","OD","KO","F01671","3GQ","7YI","1CAO","1JKT"
"67438167","F","OM","MZ","F01673","3KX","7X6","1CKN","1KG2"
"67438168","F","OM","MZ","F01673","3KX","7X6","1CKN","1KG0"
"67438169","F","OM","MZ","F01673","3KX","7X6","1CKN","1KG1"
"67438185","F","OM","MZ","F01673","3L9","7XA","1CLD","1KJU"
"67438186","F","OM","MZ","F01673","3L9","7XA","1CLD","1KJV"
"67438187","F","OM","MZ","F01673","3L9","7XA","1CLD","1KLJ"
"67438729","F","OM","MZ","F01673","3KV","7XC","1CKK","1KFR"
"67438730","F","OM","MZ","F01673","3KV","7XC","1CKK","1KFS"
"67438731","F","OM","MZ","F01673","3KV","7XC","1CKK","1KFT"
"67438877","F","OM","MZ","F01673","3KW","7XE","1CKL","1KFU"
"67438878","F","OM","MZ","F01673","3KW","7XE","1CKL","1KFV"
"67438879","F","OM","MZ","F01673","3KW","7XE","1CKL","1KFW"
"67439355","F","OM","MZ","F01673","3KW","7XG","1CKM","1KFZ"
"67439356","F","OM","MZ","F01673","3KW","7XG","1CKM","1KFY"
"67439357","F","OM","MZ","F01673","3KW","7XG","1CKM","1KFX"
"67441335","F","OM","MZ","F01673","3KX","7X8","1CKN","1KG0"
"67441338","F","OM","MZ","F01673","3KX","7X8","1CKN","1KG1"
"67441343","F","OM","MZ","F01673","3KX","7X8","1CKN","1KG2"
"67500821","F","OD","BO","F02582","3F1","7YW","1C3C","1IR3"
"67500823","F","OD","BO","F02582","3F1","7YU","1C3C","1IR3"
"67500824","F","OD","BO","F02582","3F1","7YM","1C3C","1IR3"
"67500825","F","OD","BO","F02582","3F1","7YQ","1C3C","1IR3"
"67500826","F","OD","BO","F02582","3F1","7YK","1C3C","1IR3"
"67500846","F","OD","BO","F02582","3F1","7Z0","1CKZ","1KHL"
"67500847","F","OD","BO","F02582","3F1","7YY","1CKZ","1KHL"
"67564512","F","OD","KO","F01671","3NS","8DG","1CVB","1LHT"
"67564518","F","OD","KO","F01671","3NR","8DK","1CVD","1LHY"
"67564523","F","OD","KO","F01671","3NR","8DM","1CVD","1LI3"
"67564524","F","OD","KO","F01671","3NT","8DI","1CVC","1LHW"
"67564800","F","OD","KO","F01671","3NR","8DK","1CVD","1LI0"
"67564801","F","OD","KO","F01671","3NT","8DI","1CVC","1LHX"
"67564802","F","OD","KO","F01671","3NR","8DM","1CVD","1LI5"
"67564803","F","OD","KO","F01671","3NR","8DK","1CVD","1LHZ"
"67564804","F","OD","KO","F01671","3NR","8DM","1CVD","1LI4"
"67564810","F","OD","KO","F01671","3NR","8DK","1CVD","1LI6"
"67564811","F","OD","KO","F01671","3NR","8DM","1CVD","1LI1"
"67564812","F","OD","KO","F01671","3NR","8DM","1CVD","1LI2"
"67564813","F","OD","KO","F01671","3NR","8DK","1CVD","1LI2"
"67564815","F","OD","KO","F01671","3NS","8DG","1CVB","1LHU"
"67564816","F","OD","KO","F01671","3NS","8DG","1CVB","1LHV"
"67620244","F","OT","MA","F05997","3IZ","7TK","1CGI","1K1A"
"67620247","F","OT","MA","F05997","3IZ","7UO","1CGI","1K19"
"67620249","F","OT","MA","F05997","3IN","7XK","1CFY","1JZT"
"67620250","F","OT","MA","F05997","3IF","7SS","1CFH","1JYN"
"67620251","F","OT","MA","F05997","3IE","7SI","1CFF","1JYJ"
"67620252","F","OT","MA","F05997","3IF","Not Applicable","1CFH","1JYP"
"67620254","F","OT","MA","F05997","3IN","Not Applicable","1CFZ","1JZU"
"67620255","F","OT","MA","F05997","3IF","7SU","1CFH","1JYN"
"67650508","F","OT","MA","F05997","3IN","8HJ","1CFZ","1JZY"
"67368124","F","SE","KO","F00131","22V","52C","14JU","14JU"
"67368125","F","SE","KO","F00131","22V","52C","14JU","14JU"
"67520729","F","SE","KO","F00065","22S","517","14JO","14JO"
"67520730","F","SE","KO","F00065","1TN","517","13I0","13I0"
"67585066","F","SE","KO","F00065","391","6UD","1BHT","1GHO"
"67585067","F","SE","KO","F00065","38Z","6UD","1BHR","1GHM"
"67585068","F","SE","KO","F00065","390","6UD","1BHS","1GHN"
"67522296","F","OT","MA","F05997","3M8","Not Applicable","1COK","1KUU"
"67522298","F","OT","MA","F05997","3II","7X2","1COL","1KV1"
"67522300","F","OT","MA","F05997","3M9","7WU","1COO","1KV6"
"67522301","F","OT","MA","F05997","3M9","7WU","1COO","1KV7"
"67524526","F","OT","MA","F05997","3M9","7WQ","1CON","1KV4"
"67524527","F","OT","MA","F05997","3M9","7WQ","1CON","1KV5"
"67524524","F","OT","MA","F05997","3II","7X0","1COL","1KUY"
"67522294","F","OT","MA","F05997","3M8","Not Applicable","1COK","1KUW"
"67522295","F","OT","MA","F05997","3M8","Not Applicable","1COK","1KUV"
"67522302","F","OT","MA","F05997","3II","8HN","1DUN","1O8M"
"67524532","F","OT","MA","F05997","3IV","7XU","1COM","1KV3"
"67524533","F","OT","MA","F05997","3M9","7WQ","1CON","1KV8"
"67524534","F","OT","MA","F05997","3IV","7XU","1CGB","1KV2"
"67632635","F","OT","MA","F05997","3IN","8HJ","1CFZ","1JZY"
"67522297","F","OT","MA","F05997","3II","7X2","1COL","1KV0"
"67524525","F","OT","MA","F05997","3II","7X0","1COL","1KUZ"
"67632633","F","OT","MA","F05997","3IN","8HH","1CFZ","1JZW"
"236890","F","SE","KO","F00065","1TE","92F","14WP","14WP"
"236956","F","SE","KO","F00065","1TE","92F","14WP","14WP"
"67247558","F","BO","KO","F03798","22T","527","19KP","19KP"
"67247559","F","BO","KO","F03798","22T","527","19KP","19KP"
"67249703","F","OD","OE","F03064","2CR","82Q","1BUF","1HJ2"
"67266835","F","SE","KO","F00065","3CY","Not Applicable","1BUO","1HJZ"
"67344900","F","KE","HL","F00519","2DO","54G","1C6G","1J7G"
"84142507","F","SI","KO","F00243","2FL","82U","160S","160S"
"84172470","F","MA","HL","F00478","17R","830","14W4","14W4"
"970333","F","KE","HL","F00519","17K","54H","15AS","15AS"
"970351","F","MU","HL","F00552","17O","54H","14VU","14VU"
"79817","F","MA","HL","F00478","2AT","500","14W1","14W1"
"83254310","F","ME","KO","F04157","2G3","Not Applicable","1633","1633"
"84138483","F","ME","KO","F04157","2G3","518","1634","1634"
"84156112","F","KE","HL","F00519","17K","52O","15VE","15VE"
"67275731","F","BO","KO","F03798","22T","Not Applicable","19KP","19KP"
"84154152","F","BO","KO","F00037","2B8","51X","14WM","14WM"
"67249688","F","OD","OE","F03064","1QC","82K","133B","133B"
"67249702","F","OD","OE","F03064","1QC","82O","133B","133B"
"84168916","F","OD","OE","F03064","1QC","53Y","133B","133B"
"177015","F","MA","HL","F00478","2AR","50Z","14W7","14W7"
"67285877","F","SI","KO","F00349","1TG","2EV","16M0","16M0"
"84138482","F","ME","KO","F04157","2G3","518","1636","1636"
"67344909","F","MU","HL","F00552","2CU","54L","14VW","14VW"
"928573","F","OS","KO","F00243","232","53I","15BR","15BR"
"67174002","F","SE","AS","F00054","1ZG","82G","14J3","14J3"
"67266836","F","SE","KO","F00065","3CY","Not Applicable","1BUO","1HJZ"
"100373","F","SS","KO","F00285","230","Not Applicable","14KA","14KA"
"205334","F","BO","KO","F00037","2B8","51X","14WM","14WM"
"545755","F","BO","KO","F00037","2B6","51W","15II","15II"
"76138","F","BO","KO","F00037","2B4","51W","15IH","15IH"
"920325","F","BO","KO","F00037","2B4","51W","15IH","15IH"
"14615","F","CS","MZ","F01205","1ZP","49P","14OU","14OU"
"234901","F","SS","KO","F00285","1TS","Not Applicable","13IL","13IL"
"551217","F","KE","HL","F00519","17K","52O","15HU","15HU"
"551245","F","KE","HL","F00519","17K","52O","15VE","15VE"
"558164","F","SE","KO","F00065","22S","517","14JO","14JO"
"84154119","F","BO","KO","F00037","2B8","51X","14WM","14WM"
"84154135","F","BO","KO","F00037","2B3","51V","14WJ","14WJ"
"545767","F","BO","KO","F00037","2B6","51W","15II","15II"
"587004","F","BO","KO","F03798","22T","Not Applicable","14JR","14JR"
"587005","F","BO","KO","F03798","22T","Not Applicable","14JR","14JR"
"67275732","F","BO","KO","F03798","22T","527","19KP","19KP"
"67546949","F","BO","AS","F03789","1ZA","53O","15ZZ","15ZZ"
"67546950","F","BO","AS","F03789","1ZA","53O","15ZZ","15ZZ"
"84144880","F","BO","KO","F03798","22T","527","19KP","19KP"
"84144923","F","BO","KO","F03798","22T","527","19KP","19KP"
"546210","F","KE","HL","F00519","2DO","54G","15SH","15SH"
"546214","F","KE","AS","F00506","2CQ","2E0","14TI","14TI"
"67324810","F","KE","HL","F00519","2FZ","832","16CI","1J71"
"67344901","F","KE","AS","F00506","2CQ","2E0","1C6J","1J7J"
"84144096","F","KE","HL","F00519","2FZ","832","162W","162W"
"84149515","F","KE","HL","F00519","17K","92N","19XV","19XV"
"67324812","F","MA","HL","F00478","2G0","834","1C6H","1J7H"
"67344910","F","MA","AS","F00455","2AH","2E2","1C6K","1J7K"
"84142931","F","MA","HL","F00478","17R","54Q","139T","139T"
"84170636","F","MA","AS","F00455","2AH","2E2","14IC","14IC"
"84172468","F","MA","HL","F00478","2AP","2E4","14WA","14WA"
"67389329","F","OS","KO","F00349","1TF","53D","14JX","14JX"
"84172703","F","SI","KO","F00349","1TG","Not Applicable","16M6","16M6"
"84144098","F","MU","HL","F00552","2G1","82Y","162Y","162Y"
"84144863","F","MU","HL","F00552","2CU","54L","14VW","14VW"
"84144992","F","MU","AS","F00541","1PI","54W","12ZI","12ZI"
"67187067","F","SA","HL","F02556","37N","6QK","1BA7","1F3A"
"67580517","F","SA","HL","F02556","3OX","926","1CY9","1LOX"
"67580518","F","SA","HL","F02556","3OX","926","1CY9","1LOY"
"84171841","F","SA","HL","F02556","37N","6QK","1BA7","1F3A"
"67395167","F","OD","BO","F02582","3F1","7ZU","1C3E","1IR5"
"67395173","F","OD","BO","F02582","3F1","Not Applicable","1C3E","1IR5"
"67395175","F","OD","BO","F02582","3F1","Not Applicable","1C3E","1IR5"
"67395177","F","OD","BO","F02582","3F1","Not Applicable","1C3E","1IR5"
"67500852","F","OD","BO","F02582","3F1","7ZW","1C3E","1IR5"
"237769","F","SA","HL","F00663","17S","54T","14WC","14WC"
"84172704","F","SA","HL","F00663","17S","54T","14WC","14WC"
"545853","F","OS","KO","F00243","232","53I","15BR","15BR"
"67309783","F","SI","KO","F00243","2FL","7L0","1BZU","1I9J"
"67325455","F","SI","AS","F00232","2FM","82S","160Y","160Y"
"67456153","F","OS","KO","F00243","232","92J","15BR","15BR"
"67456154","F","OS","KO","F00243","232","92L","15BR","15BR"
"67456158","F","OS","KO","F00243","232","Not Applicable","15BR","15BR"
"84170637","F","SI","KO","F00243","2FL","Not Applicable","160S","160S"
"84166549","F","SE","KO","F00065","1TN","ADQ","14WU","14WU"
"84166934","F","SE","KO","F00065","1TE","92P","13H3","13H3"
"940722","F","SE","AS","F00054","1ZG","82G","14J3","14J3"
"940747","F","SE","AS","F00054","1ZG","82G","14J3","14J3"
"67731475","F","MA","HL","F00478","2A8","52P","15I8","15I8"
"67713516","F","OD","BO","F02582","3F1","7YQ","1C3C","1IR3"
"67713517","F","OD","BO","F02582","3F1","7YW","1C3C","1IR3"
"67713518","F","OD","BO","F02582","3F1","7YO","1C3C","1IR3"
"67713519","F","OD","BO","F02582","3F1","7YM","1C3C","1IR3"
"67713520","F","OD","BO","F02582","3F1","7YU","1C3C","1IR3"
"67713531","F","OD","BO","F02582","3F1","7YK","1C3C","1IR3"
"67776557","F","CS","MZ","F01205","1ZP","49P","14OU","14OU"
"67776559","F","CS","MZ","F01205","20U","51O","14RL","14RL"
"67680025","F","BO","KO","F00037","2B8","51X","14WM","14WM"
"67680026","F","BO","KO","F00037","2B8","51X","14WM","14WM"
"67715745","F","MA","HL","F00478","2AR","50Z","14W7","14W7"
"67731472","F","MA","HL","F00478","2AP","50Y","14W0","14W0"
"84170458","F","MA","HL","F00478","2AR","Not Applicable","14W7","14W7"
"557414","F","SS","KO","F00285","1TS","512","14X2","14X2"
"34480589","F","OT","MA","F05997","3IG","7S4","1CFI","1JYT"
"237822","F","BO","KO","F00037","2B4","51W","15IH","15IH"
"67620248","F","OT","MA","F05997","3IF","7SW","1CFH","1JYP"
"918126","F","ME","KO","F04157","2G3","Not Applicable","1633","1633"
"22897","F","MA","HL","F00478","2HW","Not Applicable","1BY9","1I36"
"84144301","F","ME","KO","F04157","2G3","Not Applicable","1635","1635"
"190005","F","SS","KO","F00285","230","514","14KA","14KA"
"67714866","F","MA","HL","F00478","2A8","6G4","15I8","15I8"
"545799","F","BO","KO","F00037","2B6","51W","15II","15II"
"67193605","F","SI","KO","F00243","2FL","Not Applicable","160S","160S"
"67854507","F","CS","MZ","F01205","20U","51O","1E7U","1P2O"
"67854508","F","CS","MZ","F01205","1UB","51P","1E7T","1P2N"
"942636","F","BO","AS","F00029","2AW","51T","15IJ","15IJ"
"84144233","F","BO","KO","F00037","2U7","5HA","19H8","19H8"
"949591","F","MU","AS","F00541","1PI","504","14U6","14U6"
"67151727","H","SO","BI","H05249","1ZZ","46G","14PN","14PN"
"67152473","H","SO","BI","H05249","2XR","396","1AAR","1AAR"
"84153768","H","SO","OO","H00096","23U","44V","14LW","14LW"
"84153787","H","SO","OO","H00096","23U","41L","14LZ","14LZ"
"84171135","H","SO","OO","H00176","3FX","41V","1C72","1J93"
"121795","H","HH","BI","H01951","203","42A","14PY","14PY"
"162580","H","CO","CM","H00490","20O","61Z","14R8","14R8"
"184459","H","SO","OO","H00176","2X0","41U","1A1A","1A1A"
"20425","H","HH","BI","H01951","203","42A","14PZ","14PZ"
"20431","H","HH","BI","H01951","203","42A","14PZ","14PZ"
"20434","H","WA","BI","H05970","2F8","5C7","15YQ","15YQ"
"224001","H","SO","OO","H00176","2WZ","41X","1A19","1A19"
"23168","H","CO","CM","H00558","241","418","14MM","14MM"
"233707","H","SO","OO","H00176","2WY","41V","1A18","1A18"
"543291","H","SO","BI","H05249","1ZZ","46Q","155Q","155Q"
"545562","H","SO","BI","H00145","37T","41S","1C6V","1J8W"
"553280","H","SO","OO","H00299","2EU","40Q","15XF","15XF"
"562043","H","WA","OO","H05969","2EQ","4VJ","15X6","15X6"
"562044","H","WA","OO","H05969","2EQ","4VJ","15X6","15X6"
"562047","H","WA","OO","H05969","2ER","4VR","15XA","15XA"
"562052","H","WA","OO","H05969","2ER","4VR","15XA","15XA"
"562053","H","WA","OO","H05969","2EQ","4VH","15X5","15X5"
"562055","H","WA","OO","H05969","2EQ","4VH","15X5","15X5"
"562056","H","WA","OO","H05969","2ER","4VP","15X8","15X8"
"562057","H","WA","OO","H05969","2ER","4VP","15X8","15X8"
"67133842","H","CO","CM","H00490","2YK","8OA","1ACJ","1ACJ"
"67135601","H","SO","BI","H05249","1ZZ","46Q","155Q","155Q"
"67142429","H","SO","OO","H00082","23V","46R","155S","155S"
"67142440","H","SO","OO","H00082","2XQ","46E","1AAQ","1AAQ"
"67142458","H","SO","OO","H00082","2XQ","46E","1AAQ","1AAQ"
"67142495","H","SO","OO","H00176","2X0","41U","1A1A","1A1A"
"67142501","H","SO","OO","H00176","2WZ","41X","1A19","1A19"
"67151837","H","SO","OO","H00082","34Y","397","1B39","1EAR"
"67152491","H","SO","BI","H05249","2XR","396","1AAR","1AAR"
"67154022","H","WA","BI","H05970","2F8","5C7","15YQ","15YQ"
"67177034","H","HH","CF","H01657","1QG","5TC","1DI7","1NHS"
"67177035","H","HH","CF","H01678","1QI","5T1","1DI9","1NHU"
"67211951","H","SO","OO","H00176","3DV","6WG","1BYA","1I37"
"67211952","H","SO","OO","H00082","3DX","46E","1BYC","1I39"
"67232934","H","CO","CM","H00519","2C9","6UB","1CO2","1KSG"
"67236167","H","CO","FO","H05870","333","6U7","1BPP","1H1Y"
"67302581","H","CO","CM","H00490","20O","61Z","1DI4","1NHP"
"74033","H","CO","CM","H00558","241","418","14MM","14MM"
"84139833","H","HH","CF","H01618","1QK","40F","133P","133P"
"84139921","H","WA","BI","H05970","2F8","5C7","15YQ","15YQ"
"84140517","H","HH","CF","H01618","1QK","40F","1DI6","1NHR"
"84140992","H","HH","VI","H01824","2YA","40C","1ABL","1ABL"
"84141802","H","WA","OO","H05969","2EQ","4VL","1609","1609"
"84147780","H","HH","CF","H01657","1QG","42J","1CKE","1KFG"
"84147792","H","HH","CF","H01678","1QI","42I","19WS","19WS"
"84147796","H","HH","CF","H01678","1QI","5T1","133J","133J"
"84147798","H","HH","CF","H01657","1QG","5TE","1CPZ","1KZW"
"84147800","H","HH","CF","H01657","1QG","5TG","133H","133H"
"84148008","H","SO","OO","H00176","2WZ","41X","1DIJ","1NI4"
"84149547","H","SO","BI","H00145","37S","41Q","1BLL","1GRJ"
"84149635","H","HH","CF","H01678","1QI","5T8","133J","133J"
"84149664","H","HH","CF","H01678","1QI","5TA","133J","133J"
"84149684","H","HH","CF","H01678","1QI","5T1","133J","133J"
"84150904","H","WA","OO","H05969","342","6HW","1AYR","1AYR"
"84150939","H","SO","OO","H00082","2XQ","46E","1AAQ","1AAQ"
"84150958","H","WA","OO","H05969","342","6HW","1AYR","1AYR"
"84151261","H","HH","CF","H01657","1QG","5TC","1CPR","1KZY"
"84151963","H","WA","BI","H05970","341","6HU","1AYQ","1AYQ"
"84151964","H","WA","BI","H05970","2YJ","69R","1ACI","1ACI"
"84153229","H","SO","SR","H00087","2XS","60I","1AAS","1AAS"
"84153250","H","SO","BI","H05249","2XR","396","1AAR","1AAR"
"84154455","H","HH","VI","H01692","2Z5","6C4","1APP","1APP"
"84154981","H","WA","OO","H05969","343","6I0","1AYS","1AYS"
"84154982","H","WA","OO","H05969","343","6I0","1AYS","1AYS"
"84155286","H","SO","OO","H00176","2XP","6HS","1AAM","1AAM"
"84155721","H","HH","BI","H05875","32O","38D","1AUA","1AUA"
"84156184","H","HH","BI","H05873","32L","38A","1AU6","1AU6"
"84160144","H","HH","SU","H01482","24T","42E","1AV2","1AV2"
"84160915","H","SO","OO","H00082","23V","46R","155S","155S"
"84162135","H","SO","AA","H00129","1Z8","41P","14QA","14QA"
"84162144","H","SO","AA","H00129","1Z8","399","14Q8","14Q8"
"84162369","H","SO","BI","H00145","37S","41Q","1BLL","1GRJ"
"84162463","H","SO","BI","H00145","37R","41R","1C6W","1J8X"
"84162476","H","SO","SR","H00199","3FV","41Z","1C75","1J96"
"84162477","H","SO","SR","H00199","3FV","41Z","1C75","1J96"
"84163068","H","SO","OO","H00176","34X","41U","1B37","1EAP"
"84163356","H","SO","OO","H00176","2XP","6HO","1AAK","1AAK"
"84164198","H","CO","CM","H00490","20O","61Z","14R8","14R8"
"84164199","H","CO","CM","H00490","20O","61Z","14R8","14R8"
"84164230","H","CO","FO","H00494","21B","623","14ST","14ST"
"84164231","H","CO","FO","H00494","21B","623","14ST","14ST"
"84164233","H","CO","FO","H00494","21B","623","14ST","14ST"
"84164334","H","CO","CM","H00519","32F","6KV","1ATD","1ATD"
"84164423","H","CO","CM","H00519","20P","4PY","14RA","14RA"
"84164425","H","CO","CM","H00519","20P","4PW","14RD","14RD"
"84164434","H","CO","CM","H00519","2C9","4Q2","15LY","15LY"
"84164479","H","CO","FO","H05870","334","415","1AVO","1AVO"
"84164480","H","CO","FO","H05870","334","415","1AVO","1AVO"
"84164504","H","CO","CM","H00519","20P","4PW","14RD","14RD"
"84164521","H","CO","CM","H00519","32F","6KV","1ATD","1ATD"
"84164522","H","CO","CM","H00519","32F","6KV","1ATD","1ATD"
"84166617","H","WA","BI","H05970","340","6RB","1AYP","1AYP"
"84168208","H","WA","OO","H05969","2EQ","4VJ","15X6","15X6"
"84168305","H","WA","OO","H05969","2EQ","4VJ","15X6","15X6"
"84168889","H","CO","CM","H00519","20P","4PW","1DHY","1NHJ"
"84168890","H","CO","CM","H00519","20P","4PW","1DHZ","1NHK"
"84169317","H","SO","BI","H00145","37U","6V1","1C6Y","1J8Z"
"84171168","H","SO","OO","H00176","2XP","6HO","1AAK","1AAK"
"84172385","H","SO","BI","H05249","1ZZ","46Q","155Q","155Q"
"84172512","H","SO","BI","H00145","37T","6PG","1CJP","1KBX"
"929136","H","HH","VI","H01824","2YA","40C","1ABL","1ABL"
"929146","H","HH","VI","H01824","2YA","40C","1ABL","1ABL"
"932337","H","SO","OO","H00176","2X0","41U","1DIF","1NI0"
"944172","H","SO","BI","H05249","1ZZ","46G","14PN","14PN"
"944173","H","SO","OO","H00082","23V","397","14M0","14M0"
"954752","H","HH","SU","H01471","24R","42D","14OL","14OL"
"955306","H","HH","CF","H01618","1QK","40G","133O","133O"
"955308","H","HH","CF","H01618","1QK","40F","133P","133P"
"955309","H","HH","CF","H01618","1QK","40G","133O","133O"
"955310","H","HH","CF","H01618","1QK","40F","133P","133P"
"98618","H","WA","BI","H05970","2F8","5C5","15YP","15YP"
"21032","H","HH","BI","H01951","204","419","14Q1","14Q1"
"67156725","H","SO","OO","H00082","2XQ","46E","1CJO","1KBW"
"67156730","H","SO","OO","H00082","2XQ","46E","1CJO","1KBW"
"67197856","H","SO","OO","H00176","3FX","41V","1C72","1J93"
"67236168","H","CO","CM","H00519","2C9","6UB","1CO2","1KSG"
"84149427","H","SO","BI","H00145","37T","41S","1C6V","1J8W"
"84162461","H","SO","BI","H00145","37S","41Q","1BLL","1GRJ"
"84169572","H","SO","BI","H00145","37R","41R","1C6W","1J8X"
"67211949","H","SO","OO","H00176","3DW","6WE","1BYB","1I38"
"67306649","H","SO","SR","H00087","2DN","6WQ","1C78","1J99"
"84139055","H","SO","SR","H00199","3FW","46X","1C73","1J94"
"84147791","H","HH","CF","H01696","1QN","42L","19WU","19WU"
"84149665","H","HH","CF","H01696","1QN","5TI","133V","133V"
